name,anime_count_score,shared_10s_score,global_user_mean_diff_score,user_mean_diff_score,pearson_score,final_score
Phosdidnothingwrong,23.346953404633087,11.25,-5.0,-2.950310559006212,67.83158134188868,94.47822418751555
Berumotto,46.30555194136511,18.75,-0.8575846264288458,-10.0,40.26397347361125,94.46194078854751
KK75,31.84242255755852,18.75,-5.0,-10.0,58.861013639139856,94.45343619669838
JoJoCultist,17.694669400441274,11.25,-5.0,-1.7226890756302424,72.17306726620173,94.39504759101276
Elecpat,41.63288548753503,11.25,-2.4164988982768705,-2.965299684542579,46.73911804559407,94.24020495030965
Dimonchyk777,40.06006638487664,18.75,-3.0295517321707877,-8.592715231788077,46.99632852927407,94.18412795019185
renjigatari,22.82196803090515,11.25,-5.0,-10.0,75.09248280111056,94.16445083201572
gosher,22.426387716661193,7.5,-5.0,-6.519480519480524,75.73731878128918,94.14422597846985
kaseem,25.929793783032622,18.75,-2.8158749548849187,-10.0,62.236773383754446,94.10069221190216
MostDangerousZak,5.6149976321305015,3.75,-5.0,-7.638888888888886,97.35927613536803,94.08538487860964
YukiAly,24.129170653944975,15.0,-5.0,-10.0,69.92000012052483,94.04917077446981
DeadWeeb,41.83961357483081,11.25,-0.7800759282305023,-10.0,51.69370028841759,94.00323793501789
SuperStarfox64,21.497229370265266,11.25,-3.8560147677161325,-6.83673469387756,71.94787621497031,94.00235612364187
Vyny,31.00532840856291,11.25,-4.380008148852369,-1.756756756756758,57.787862490911735,93.90642599386553
Tonino28,46.590655218728685,18.75,-4.8266537044897575,-10.0,43.37333672789629,93.88733824213521
Mightycape,28.93661195858374,18.75,-5.0,-3.8731707317073187,55.06684100520027,93.8802822320767
Duvet,12.748134623620615,11.25,-3.6094161282603494,-6.107142857142861,79.47884118735878,93.76041682557619
vizle,33.490832880277644,15.0,-0.012717910540352761,-10.0,55.23841759414977,93.71653256388706
FiresRufy,37.90159811639857,22.5,-1.7971060978652105,-10.0,45.0873831213419,93.69187513987526
decimosam,16.16319175450115,7.5,-5.0,-7.962962962962962,82.96201524163692,93.66224403317511
bcom33,54.80262311829246,15.0,-0.8550871239313551,-5.943722943722953,30.620429184099034,93.62424223473718
ShuraNanya,38.12060143001439,15.0,-0.6675985561610958,-10.0,51.03324747759976,93.48625035145305
Elysia,31.00532840856291,7.5,-4.312440581284804,-6.306306306306311,65.57436088897927,93.46094240995106
Hiromitsu,47.52960105216724,11.25,-1.0489449902030117,-7.5596816976127315,43.28083893002436,93.45181329437585
Champi,37.018570446895275,11.25,-3.4143344459523917,-10.0,58.542345455201016,93.3965814561439
Diamondd,29.916438555639377,15.0,-3.3553919833911436,-2.4647887323943536,54.29554317627165,93.39180101612553
Jackaren22,29.182620770103654,11.25,-0.06639477581141762,-9.613526570048307,62.624900340888985,93.37759976513291
OKARIN0,20.962423815481298,15.0,-5.0,-10.0,72.31833975942025,93.28076357490156
Croutons5,24.51791191352491,18.75,-5.0,-0.558823529411768,55.490470974525614,93.19955935863877
Amqsongs12345,9.23206991616373,11.25,-5.0,-10.0,87.68165867145125,93.16372858761497
dashiawia,44.856361903787146,15.0,-4.200731450951039,-10.0,47.457023423387994,93.1126538762241
Leam,29.794573992323418,18.75,-2.5862804588982726,-5.518867924528294,52.65436822925413,93.09379383815099
Aeran,37.12956266689919,15.0,-0.7706715395157602,-8.418181818181822,50.10958718768206,93.05029649688367
KitashimaRika,36.684541624627535,15.0,-3.233603441562053,-9.439114391143917,54.00597557195505,93.0177993638766
NatsuKen,33.607261271937574,18.75,-2.5683746601861728,-1.0942622950819683,44.315006743628416,93.00963106029785
Wing,38.12060143001439,15.0,-1.195767570245593,-4.035211267605632,45.08616520658261,92.97578779874578
Kace999,22.690283286533163,11.25,-5.0,-0.762820512820511,64.78431072445072,92.96177349816337
Ero,17.83284247872528,11.25,-5.0,-7.341666666666669,76.19988518391065,92.94106099596927
MaybeIdo,31.00532840856291,22.5,-5.0,-3.265765765765778,47.69537784043937,92.9349404832365
Ciechu,29.67253406863147,7.5,-5.0,-10.0,70.75146259165007,92.92399666028155
HaniAW,19.884395407865334,18.75,-5.0,-0.2518518518518533,59.49128644996556,92.87383000597904
TheRealAms,31.12543936811886,11.25,-5.0,-5.964125560538122,61.418550995771824,92.82986480335256
Diego56an,49.977162294639015,26.25,-3.7585203243942544,-10.0,30.31648126672092,92.78512323696569
simon,24.647141612632883,22.5,-5.0,-7.695906432748544,58.32443316181018,92.77566834169451
Fake,37.46148716465493,7.5,-2.773941650699541,-5.755395683453244,56.277360685249974,92.70951051575213
Pineco,41.425455958735256,11.25,-2.1213208901651086,-10.0,52.15216328827602,92.70629835684616
MaichaLatte,25.802317687684653,15.0,-2.629257398101629,-8.3611111111111,62.874801182742274,92.6867503612142
Nizeah,36.011749249940024,15.0,-0.0674125343699643,-2.075471698113205,43.67973849545518,92.54860351291204
EVLIXBINO,28.31852112320395,18.75,-5.0,-2.5999999999999943,53.03241808894589,92.50093921214985
Paco90,45.8268726049058,18.75,-3.1340546744866487,-8.593314763231191,39.61904885616634,92.4685520233543
kaiju39,36.79605992575945,11.25,-2.0136528229382264,-1.8382352941176379,48.254630387729726,92.44880219643332
Pabu,39.847376044796846,15.0,-4.6570351758794,-10.0,52.22649931382685,92.4168401827443
Hayumi,27.069187424244333,26.25,-5.0,-5.7105263157894655,49.58444294542917,92.19310405388404
fordanguyen,36.90740286651537,26.25,-5.0,-5.879120879120869,39.89911445965209,92.17739644704659
Zuchat,31.2453749672988,11.25,-2.32221374730797,-8.10267857142857,60.099929605541305,92.17041225410357
animeizboring,53.53038259810358,11.25,-1.4294567005430707,-9.70403587443947,38.49845673304046,92.1453467561615
BuggerAllGreen,44.75834635160728,15.0,-3.7058857505920457,-6.379310344827587,42.39036949121142,92.06351974739907
Hyross,45.92295919294967,11.25,-2.698701842546072,-2.5416666666666714,40.11231928365288,92.0449099673898
Gullad,25.162306805304787,18.75,-5.0,-4.400000000000006,57.53205526111935,92.04436206642413
KH2419,43.5684816161208,18.75,-5.0,-8.422619047619037,43.06524837866633,91.9611109471681
lAlAlGl,32.19854678720234,11.25,-5.0,-10.0,63.497448586736226,91.94599537393856
Dany,34.99072386252872,22.5,-3.1062539258794004,-10.0,47.49756737646928,91.88203731311859
Startni,25.929793783032622,15.0,-3.1473666675921095,-2.541436464088406,56.604653442311346,91.84564409366345
Reeyzinzkr,33.257450015829775,18.75,-1.3447945119789892,-5.045643153526974,46.16017012845484,91.77718247877866
Orzi,36.124319713327935,15.0,-5.0,-0.9473684210526301,46.51542666965127,91.69237796192658
green39,18.38378118810131,7.5,-5.0,-1.8548387096774235,72.63895568746335,91.66789816588724
LifeAspect,38.98960026943763,15.0,-3.6844324361533722,-10.0,51.31987635963425,91.62504419291851
JackUTS,29.67253406863147,18.75,-3.1131963133201594,-6.990521327014221,53.28014807064409,91.59896449894117
vsai12,30.03812775857933,15.0,-2.85563330672052,-3.271028037383175,52.66170336961832,91.57316978409395
Arararararararagi,27.696046278424152,15.0,-5.0,-5.041025641025641,58.80972439012699,91.4647450275255
SamuraiBunny,30.159641601143274,15.0,-4.19773285029801,-10.0,60.49804210094044,91.4599508517857
braindead,23.60839392924105,15.0,-2.419305114529706,-10.0,65.16442084427047,91.3535096589818
zlla,24.905074929720836,26.25,-5.0,-3.901734104046241,49.095667293429194,91.34900811910379
cthom3,28.194376874999996,7.5,-2.386934673366838,-10.0,68.02738160018288,91.33482380181604
Askar,47.343214768487535,15.0,-3.0070351758793947,-10.0,41.948219114644914,91.28439870725305
Uc690,41.321478153771366,11.25,-2.346525621739275,-7.468152866242036,48.516241920936324,91.27304158672638
gub,26.184219892600563,18.75,-5.0,-5.73770491803279,57.04547752127417,91.24199249584194
Pekonara,35.8990034261761,22.5,-4.702489721333947,-4.643939393939391,42.14978420677031,91.20235851767308
Luosen,12.892445315064645,3.75,-5.0,-2.1294117647058783,81.65013157177317,91.16316512213194
Zerity,64.44267440689629,0.0,-1.4971991103056297,-10.0,38.21663967146395,91.16211496805461
Bakaasta,52.95966086025289,22.5,-2.9218415540115217,-10.0,28.612923583290335,91.1507428895317
HiiKyuu,30.28098008333123,7.5,-5.0,-3.662037037037038,62.004679415633476,91.12362246192767
GabyT,49.53355503337983,15.0,-0.4671855518192558,-10.0,36.979289851789325,91.0456593333499
sn1pp,25.29065970253276,7.5,-2.6570351758794004,-2.7840909090909065,63.67300050806995,91.0225341256324
Stayhome,20.962423815481298,7.5,-1.337105105949334,-4.335664335664333,68.22265902489607,91.01231339876371
Grobi,47.6225311534431,18.75,-3.126611895456122,-9.206349206349202,36.95774941961017,90.99731947124795
Niffin,41.008492576623695,11.25,-2.6932088093199127,-6.286173633440512,47.68178380942526,90.96089394328854
Phyonix,47.436495590515385,15.0,-1.5666096439645116,-10.0,40.04028189417723,90.91016784072809
Jaekoi,21.76357998540125,11.25,-5.0,-4.261744966442961,67.14990715667511,90.9017421756334
elotra,41.21732498843147,11.25,-0.16102878610304572,-10.0,48.525842680626596,90.83213888295502
Sunnyangel,37.24037952652711,18.75,-5.0,-3.1884057971014386,43.027137929555956,90.82911165898162
Suyan,16.16319175450115,11.25,-2.795924064768286,-4.768518518518519,70.9106761718486,90.75942534306296
Razna,41.112996462715586,18.75,-3.5224197912640136,-10.0,44.35854967541245,90.69912634686402
DeathTheKid4,29.0597040445317,11.25,-5.0,-7.28155339805825,62.59537364145214,90.62352428792559
Kirito12123,36.79605992575945,15.0,-4.017329293526458,-4.492647058823536,47.3233434833139,90.60942705672335
Salty145,51.96128965535908,15.0,-0.9854895084320958,-3.360655737704917,27.944052474962103,90.55919688418417
Clemmey,15.036062441605008,3.75,-5.0,-10.0,86.75586172480139,90.5419241664064
inim,44.954202095591015,15.0,-1.8498923187365364,-1.2142857142857082,33.46696953087738,90.35699359344615
Castaldi,18.246309551321303,11.25,-5.0,-7.032520325203251,72.89049052026961,90.35427974638766
ToshiroSama,43.36771578160904,7.5,-0.26931062498119474,-10.0,49.72130566199043,90.31971081861828
ColdPing,35.21884591569657,18.75,-2.0465700596003273,-8.313953488372093,46.70006415570302,90.30838652342717
Daddide,47.52960105216724,7.5,-1.6324993668608272,-10.0,46.894873653046545,90.29197533835296
Danal,19.47724130880533,18.75,-5.0,-10.0,67.03295197840069,90.26019328720602
teenyweeny,34.76190036785687,18.75,-5.0,-0.4921259842519703,42.219856008517304,90.2396303921222
DancingMad,34.647225579956945,7.5,-3.462371144258853,-1.778656126482204,53.31520227913988,90.22140058835578
MordredEX,39.63398426321305,11.25,-1.373478128899535,-7.399328859060404,48.08838569196736,90.19956296722047
BOSSco,42.65951150897388,15.0,-2.4162094878060003,-3.195718654434259,38.149735135144944,90.19731850187856
Ginson,30.885042088630968,11.25,-5.0,-2.647058823529406,55.64788402580414,90.13586729090571
StillBorn,26.184219892600563,11.25,-5.0,-7.612021857923494,65.23723710267001,90.05943513734708
Karma200,42.455589187694116,15.0,-2.2993428681870967,-7.015384615384605,41.91767431982758,90.05853602395
aztec,25.418837239384732,15.0,-5.0,-5.197740112994353,59.833927576771515,90.05502470316189
FatherJustin,16.861948362841215,7.5,-5.0,-0.6283185840707972,71.25251956088962,89.98614933966005
CrystavEXP,14.325907408824902,11.25,-4.038614123247825,-7.389473684210529,75.81357437939312,89.96139398075967
BikkiBiscuit,46.11460628790939,18.75,-4.03134456814459,-3.8121546961325947,32.923896068902735,89.94500309253495
Morastmops,29.30536213529961,11.25,-5.0,-2.3076923076923066,56.62259853106629,89.8702683586736
yungboirazz,25.033778547700813,7.5,-3.4472650609368714,-9.44252873563218,70.22075404621948,89.86473879735124
Trigger,40.377786692176336,18.75,-3.9152318971908784,-10.0,44.582305681293455,89.79486047627891
parz,25.162306805304787,18.75,-5.0,-1.3999999999999915,52.273354908164805,89.78566171346961
2DF,25.033778547700813,3.75,-1.5507133367989354,-10.0,72.46109094091723,89.6941561518191
shadowpandax,38.229840046258296,18.75,-4.073701842546072,-8.333333333333336,45.04946365964298,89.62226853002187
naophii,27.320457047044265,18.75,-2.3445351758794004,-0.4947916666666714,46.37164747465365,89.60277767915184
jtipt,22.82196803090515,15.0,-5.0,-10.0,66.77407211940638,89.59604015031154
tievenr,26.690967787224437,7.5,-5.0,-2.4866310160427787,62.82431273494724,89.5286495061289
Sodachii,27.069187424244333,15.0,-5.0,-8.789473684210535,61.15325881385141,89.43297255388521
GabrielMR,22.426387716661193,11.25,-5.0,-9.902597402597408,70.58835765678418,89.36214797084797
frerooja,42.14839050295447,15.0,-2.3231842442023805,-3.41614906832298,37.90913346212862,89.31819065255773
Gluxony,19.884395407865334,7.5,-5.0,-5.592592592592595,72.50017697137542,89.29197978664817
Abidel,12.314150387032523,7.5,-1.22184999069421,-9.753086419753089,80.43672492528212,89.27593890186735
llopislavo,20.69396887583331,15.0,-4.563063544673724,-4.879432624113477,63.01284887679384,89.26432158383994
gummettala,18.658198380533317,7.5,-5.0,-1.6666666666666714,69.75209547170964,89.24362718557629
skeqiqevian,23.60839392924105,11.25,-4.965317384468364,-6.042944785276077,65.39256728866201,89.24269904815861
RavaManga,16.022914351705133,11.25,-5.0,-2.4018691588785117,69.29713118612733,89.16817637895394
Nyapollon,24.776195951364862,15.0,-5.0,-6.965116279069761,61.35611659660624,89.16719626890134
medievalknight12,22.029229159033232,7.5,-4.552730540117807,-5.549668874172184,69.7365575028536,89.16338724759684
Sherlockian,23.346953404633087,26.25,-5.0,-7.049689440993788,51.55734816490181,89.1046121285411
Bobbathan,28.813344512259786,11.25,-5.0,-2.6715686274509807,56.69874298248872,89.09051886729753
Nelly001,27.320457047044265,22.5,-3.2820351758794004,-10.0,52.53129241332092,89.06971428448578
6Poolio,42.557638028522,15.0,-4.167771372198416,-10.0,45.67080221777184,89.06066887409543
exxxcepter,43.16624850559329,7.5,-3.9973966216625314,-0.3012048192771033,42.68702936811033,89.05467643276398
MathAni,45.14935639807075,7.5,-3.55192153951576,-10.0,49.93064690812466,89.02808176667965
Astrate,29.30536213529961,7.5,-4.31568902203324,-3.653846153846146,60.16369808872657,88.9995250481468
Leloni,41.94271457791469,18.75,-3.6882851758794004,-1.9375,33.93135586150317,88.99828526353846
Gin,33.95549428466137,11.25,-4.180314528106123,-6.801619433198383,54.72870120325903,88.9522615266159
GoldenDiamond7,28.56628353848387,11.25,-5.0,-4.321782178217816,58.42816077835825,88.9226621386243
Adareth,31.2453749672988,11.25,-2.2329280330222616,-4.888392857142847,53.44833631117042,88.82239038830411
Geriante,35.67298569752026,15.0,-4.17421074839848,-10.0,52.310918405006625,88.8096933541284
awspear,43.46818637905293,18.75,-2.9443486087152166,-3.3432835820895477,32.87323651013202,88.80379069838018
UchihaShadow,30.643943367639075,7.5,-5.0,-3.5388127853881315,59.152965987290415,88.75809656954135
Serum,34.0712212348173,7.5,-2.5965513049116566,-4.0120967741935445,53.752872242551774,88.71544539826388
Valteros,39.847376044796846,26.25,-4.5903685092127375,-10.0,37.1869825246161,88.6939900602002
rhinno,47.062320140147975,22.5,-2.925852380180473,-8.029569892473113,30.06336489415704,88.67026276165143
Cafer,40.06006638487664,11.25,-4.0229292156144965,-10.0,51.37701868727014,88.66415585653229
FackuIkari2020,47.80786527486679,11.25,-3.3807193864057155,-4.815789473684212,37.6922212140871,88.55357762886396
AkaiKiri,62.625949824925506,3.75,-1.2706078050564713,-10.0,33.43068064892283,88.53602266879186
TakaCode,34.30214905400116,11.25,-0.6529648241206019,-6.140000000000001,49.75000557742654,88.50918980730711
Ronyfaz,20.962423815481298,22.5,-5.0,-4.3706293706293735,54.33755325732446,88.42934770217639
crouton,16.303293796921164,11.25,-5.0,-2.7064220183486327,68.54111344128525,88.38798521985778
Nokatoki,40.166148514352535,7.5,-0.8701925468928735,-2.2607260726072624,43.83520057520303,88.37043047005542
Vic5,21.630492358021257,18.75,-5.0,-10.0,62.922841399749515,88.30333375777077
axllord,47.062320140147975,15.0,-2.6570351758794004,-8.172043010752688,37.05822841819177,88.29147037170765
IcedTea070,28.31852112320395,22.5,-5.0,-7.924999999999997,50.33237939949515,88.2259005226991
jrbabwkp,43.66860149281268,11.25,-1.4416295125478982,-6.424332344213646,41.141377788661984,88.19401742471311
peprobertil,32.67092404813009,18.75,-2.7205944979132965,-10.0,49.40472811148259,88.10505766169939
And060,22.426387716661193,22.5,-4.97846374730797,-10.0,58.05005958026402,87.99798354961725
Distcurt,21.497229370265266,11.25,-5.0,-2.2108843537415055,62.45717781440402,87.99352283092779
ChainKsword,24.129170653944975,11.25,-3.5327836788734146,-7.293413173652695,63.421413979265786,87.97438778068465
Dainty,36.57284796311962,15.0,-3.61073887958311,-2.3148148148148096,42.291468084084315,87.93876235280601
mhkr,27.320457047044265,18.75,-2.9695351758794004,-4.791666666666664,49.61561473640194,87.92486994090014
Togentokyo,17.001173603381226,0.0,-1.187736930265359,-3.403508771929822,75.41008614703965,87.82001404822569
Mangalodon,24.776195951364862,7.5,-5.0,-6.0697674418604635,66.59950015923037,87.80592866873477
ProZypher,24.905074929720836,7.5,-5.0,-8.150289017341038,68.51047627948749,87.7652621918673
Trombe,42.455589187694116,15.0,-5.0,-2.384615384615387,37.621462964880756,87.69243676795949
chaintwo,33.3742291282417,15.0,-3.3905062502595626,-4.132231404958674,46.83392491590121,87.68541638892466
Filidella23,24.25892643418095,11.25,-3.460606604450831,-6.0,61.63563127379595,87.68395110352607
dragonfire535,28.813344512259786,18.75,-3.7354665484284197,-3.5539215686274446,47.38074253950972,87.65469893471365
stroligy,16.303293796921164,11.25,-3.3336406804665586,-8.174311926605498,71.59503876931903,87.64037995916814
RodrigoDark,16.58297180063319,7.5,-1.7223504911947174,-2.9729729729729684,68.24591619511881,87.63356453158431
CapyFroggy,20.289971263541325,15.0,-4.957759813560557,-0.5797101449275317,57.85550494758395,87.60800625263718
